sku_id,brand,shop_id,cate
13000,3630,4112,38
2048,384,3351,10
9359,415,3762,24
27776,8,3762,15
9530,415,3762,24
17659,415,3762,24
9436,2972,4243,53
27895,2972,3502,53
19377,2474,923,36
22041,2474,923,36
20568,2474,923,36
17880,2474,923,36
3657,2474,4424,36
15600,2474,923,36
405,1692,2716,66
7585,2153,2926,66
4838,3586,1992,66
8120,1618,3929,22
2832,2153,2926,66
3670,1692,2716,66
5397,565,1585,66
6060,2168,2252,66
5104,2803,2843,66
5705,2874,3363,78
19372,3193,2729,66
20781,3662,4785,79
7470,51,4220,69
7360,404,2045,12
12840,1637,3854,24
7644,2613,3142,24
13951,2365,4062,24
11577,52,2668,24
12241,1125,3909,24
33977,1418,3615,24
12355,1418,3615,24
2553,1041,4345,24
26086,1041,4345,24
19444,392,3369,24
7086,2365,4062,24
26079,2378,2704,24
12685,708,424,72
21259,279,1783,72
13713,2548,2423,72
6252,1486,4718,72
8860,683,2861,34
12584,683,1304,34
7264,683,2861,21
33473,683,2861,21
24175,569,4535,5
26862,417,3853,40
7334,2647,4351,53
25412,803,4400,24
2912,2137,1579,24
32332,1065,2618,31
2060,1275,2665,52
3465,803,1913,24
5871,803,1844,24
4875,803,4273,24
3969,3630,1974,24
3773,803,4273,24
6985,3630,368,24
5548,803,4427,24
3339,803,1841,24
24464,663,4527,74
1364,304,1274,72
8160,2223,790,72
18413,3426,1528,42
21922,3356,1120,42
16259,96,3339,48
1806,910,3313,67
4252,1076,3774,5
6788,1076,2938,5
26150,55,151,5
9918,124,2558,5
29507,1076,2558,5
10785,124,3904,5
17240,124,3904,5
32796,124,3904,5
13187,2728,1477,67
811,981,902,5
1218,78,3097,5
33363,362,1208,5
23455,2976,862,5
32430,1204,862,5
11523,2227,1339,5
2555,2921,2188,41
2638,3045,1839,72
11179,123,1446,59
6537,2175,2527,61
25431,3398,785,61
26336,2175,2423,59
20375,2497,2298,64
5501,3662,4785,79
22686,3662,4785,79
12024,2985,2171,5
33703,835,800,5
1385,1076,509,5
11394,1913,2037,5
11164,78,2558,5
7280,1127,2778,5
7403,1127,2778,5
22289,375,2740,5
26914,835,800,5
11998,1934,3859,5
26860,2612,3807,5
12115,1349,1481,5
13994,208,1481,5
5809,1349,1481,5
23730,569,1072,5
22317,292,3130,5
22394,292,1132,5
21515,569,1684,5
1747,2764,1557,48
7812,1190,2882,48
10705,179,3249,73
25103,1664,3414,73
33064,1664,3414,73
7769,179,3911,73
26222,331,1769,72
15411,1835,532,72
28954,3249,4173,72
2385,811,876,28
12913,508,4031,5
29733,2998,2267,31
13675,2998,2267,31
4753,3427,3368,24
13285,3630,1966,39
8575,1065,612,56
843,3630,368,25
4916,3630,400,39
2821,1828,2931,5
11944,417,2596,16
12068,417,2596,16
23463,594,289,5
21848,78,4215,5
33652,594,289,5
2371,1913,986,5
32559,2961,4207,21
27434,1636,856,2
25833,1636,856,2
20524,1636,856,76
19918,1636,856,2
23601,734,2730,2
27540,1636,856,76
14864,1636,856,2
15862,1636,3536,2
14556,1636,856,2
31541,371,1286,66
11227,371,1286,67
14168,371,1286,67
10405,371,1286,67
5539,371,1286,67
15964,371,1286,26
11510,371,1286,67
31457,371,1286,67
6122,3502,136,5
6128,552,3251,10
7013,288,798,5
7201,171,2939,48
5889,84,2401,7
5858,2726,3755,21
13254,2704,3911,52
14812,3516,4486,52
7983,816,4456,52
28635,2704,3911,52
18137,1374,1689,72
7525,1486,4718,72
9475,1454,4337,72
5214,555,815,21
4649,555,2326,21
19612,3232,3288,10
21858,127,2169,10
8272,2766,1870,10
13825,1350,602,10
12938,334,2691,10
30475,399,2968,10
27580,699,4383,21
28538,1723,2538,10
20834,1723,2538,10
15935,3549,3877,31
2059,3630,3839,40
22463,569,1494,5
13633,569,2558,5
20426,375,1490,5
33524,375,1490,5
6942,375,1490,5
11849,375,1490,5
7915,2747,4349,5
4652,471,1452,5
5112,569,2558,5
3278,2856,405,5
14487,2813,1150,5
18938,3591,4356,5
7317,1577,1849,5
12612,253,654,5
17555,471,1452,5
32525,2227,2692,5
3234,78,4317,5
1770,1944,248,5
4558,1076,3768,5
9967,375,4171,5
3741,569,3204,5
5553,569,1072,5
15525,903,961,73
1587,903,4628,73
6784,903,961,10
28468,903,961,31
7130,3630,1900,40
16861,1458,574,78
2588,179,887,24
2007,375,1490,5
17280,1910,3726,69
16689,1769,2558,5
26923,569,2558,5
25013,3502,2558,5
17997,1962,2558,5
12348,2428,3233,72
13346,2760,542,40
6991,801,4474,22
7336,51,4220,22
3849,1828,2931,5
17080,1047,252,22
3771,1834,2662,5
5146,78,4215,5
12486,78,452,5
14633,384,3351,25
31777,2831,3701,61
19403,2753,4755,50
17814,219,1963,31
8260,2972,46,53
30073,3299,2686,21
20243,3649,2686,21
2282,903,2514,49
32970,3662,4785,79
3248,1524,1610,38
11000,3662,4785,79
4353,3662,4785,79
12554,3662,4785,79
7044,3385,1702,18
2267,2921,2113,48
9725,1830,1083,73
8872,1540,3440,5
13837,93,195,5
13100,2312,3330,5
24744,2312,3330,5
10681,2312,3330,5
4602,2312,3330,5
28449,2312,3330,5
12332,2312,3330,5
19741,1807,4329,31
29655,1403,1,40
20725,1312,1685,5
33512,3351,1660,12
29071,1638,1164,51
7329,1553,937,5
31688,895,1345,53
26940,1263,1743,53
4068,2840,2588,19
32784,569,3388,5
33933,569,3388,5
27424,569,3681,5
25681,1592,3293,5
25200,2475,2049,5
6381,2475,797,5
30426,2475,797,5
31800,569,3681,5
5217,3662,4785,79
7356,2813,2804,5
12162,2813,824,5
752,375,1490,5
31209,375,1490,5
5253,375,3845,5
24398,2333,1542,17
31320,2333,1542,17
33531,2333,1542,17
1099,818,1960,17
1071,3630,402,17
1170,803,4400,17
7901,3160,1779,17
11997,818,1960,17
2024,3630,1974,17
12653,811,876,17
32976,811,1310,17
23866,334,621,17
1488,2045,506,34
3914,707,1059,21
12126,707,1059,21
7847,2389,1342,21
15248,1553,937,5
14008,1553,1082,5
5868,3415,1793,56
24119,3549,1385,56
21637,2745,107,6
1227,559,1284,72
11679,1148,4683,5
13471,3222,1649,69
7057,1272,4596,21
10763,795,4329,20
12967,493,4419,53
31757,493,63,53
32779,493,3257,53
8317,903,3581,24
11805,903,3581,24
9131,1297,1766,10
28034,1475,490,24
24327,2562,352,24
4973,2493,123,24
5224,52,2668,24
26489,2613,1842,24
22804,2613,4142,24
17431,3008,968,24
13690,811,2913,49
10718,2864,1654,40
8457,1065,611,28
22669,3353,604,28
18643,398,2306,16
30908,1007,0,1
18179,1007,0,18
20181,3385,1756,1
28935,2996,2316,1
22141,1234,0,1
29730,3337,427,1
26444,2432,3528,30
30275,1003,669,21
2854,803,1495,31
4026,803,2039,31
11819,803,4427,31
24577,2932,3341,21
25897,3555,2897,48
15040,589,2796,21
24683,1263,2291,53
4232,2506,2621,5
19312,525,1207,5
8243,525,1207,5
5254,525,1207,5
32367,3121,287,64
33960,1714,578,73
12818,1031,2575,48
23823,699,4383,21
24433,1367,4243,34
5274,1367,4243,34
13673,1367,4243,34
13561,2618,275,50
17062,3662,4785,79
20035,756,1105,66
8545,3038,4190,1
19869,3038,4190,1
20038,2685,2835,72
1174,2042,4723,5
9094,1969,3780,5
2722,1969,1686,5
7633,1969,1686,5
14930,1969,2561,5
1322,1721,3255,72
4208,2223,790,72
20323,2109,3739,72
15762,453,2271,53
24058,619,1016,42
5262,453,1016,42
3664,470,2332,29
4442,2863,1289,5
28462,2863,1289,5
9313,2863,1289,5
14127,1373,16,53
20744,1648,2893,53
12055,1373,772,53
23417,334,2131,10
17393,3662,4785,79
2900,417,2596,10
2438,1065,2618,10
27251,334,3051,10
9850,334,1989,10
26049,334,2352,10
4438,811,1310,10
20335,417,76,10
5831,2600,1527,5
26226,2351,1047,5
29255,1277,241,30
33075,1277,3296,53
33153,66,2225,53
10815,2346,4215,5
10292,2346,434,5
18149,703,3584,66
2883,703,3584,67
11841,2114,2655,5
6366,16,2423,21
3109,3630,368,38
15233,56,2642,1
30461,2233,774,68
17492,1383,3006,5
21164,1383,4469,5
23448,1383,4469,5
26123,1383,4469,5
11069,2202,1148,5
7956,3018,136,5
4006,811,876,10
14860,51,2990,66
3408,51,4220,66
24855,2883,4281,8
30398,1411,2320,16
3584,1031,1412,48
27274,1422,37,21
23613,2035,565,74
11015,717,4687,78
15700,1154,792,5
30092,1652,4768,74
20095,1404,3597,67
4625,375,1490,5
18251,1263,2291,42
2637,3024,948,18
28172,8,282,30
24789,2484,4507,18
24590,2484,4507,18
12336,2484,4507,18
2413,1646,2043,5
6596,835,1003,5
15413,835,985,5
8022,2921,1282,41
26682,3007,494,21
18853,2389,4191,41
7612,811,2913,16
18123,836,4539,16
32330,3126,1577,70
2927,1934,3689,5
30559,292,1590,5
31463,1734,2019,5
6312,862,716,5
21914,862,716,5
4279,834,727,2
14417,811,876,10
10382,1065,1699,10
10667,1705,1081,5
14265,3480,396,78
12409,2475,2049,5
6944,1306,1772,5
12542,982,2852,5
15788,2475,2049,5
32112,2614,1379,5
19735,1011,4160,5
14693,2525,577,5
23782,2734,2591,38
32781,3413,1506,34
23148,1263,471,53
10320,3413,1506,53
27748,1798,4639,69
30218,2548,4329,72
23030,3239,2369,5
32689,3239,3049,5
12492,3003,1602,72
5528,1424,1717,78
28721,3452,3826,64
10502,2640,2365,14
2306,3186,3851,66
28439,1818,3756,66
2799,1692,2716,66
32205,2372,1626,74
9224,1129,345,74
25601,1129,345,74
24503,57,925,78
1817,1659,4292,16
11589,1065,3959,16
25256,3167,190,77
26251,375,3961,5
20931,2751,1892,66
24839,2341,19,12
15840,1156,191,72
22189,1911,4408,44
7282,1696,2949,24
33381,78,1934,5
16278,2021,4199,24
28218,273,3434,5
13779,1734,2019,5
17398,3630,400,38
6388,903,4628,24
27854,629,914,69
9164,3662,4785,79
11218,3353,604,28
6783,803,1495,40
17372,358,1244,78
23040,846,2940,78
14923,2947,3149,21
33080,432,2409,12
21736,432,2409,12
20496,432,2409,12
33735,3662,4785,79
4261,1398,3989,53
25268,3122,537,42
4980,1714,240,19
23308,1638,3115,19
28250,1714,578,19
4947,1638,3115,19
9740,3048,1315,7
27177,3048,1315,7
7665,705,1407,7
5776,705,1407,7
6829,705,1407,7
2229,281,1632,53
11838,2341,3915,12
8217,3079,2542,64
3365,981,902,5
31731,928,2061,78
4869,78,4246,5
28133,2346,3682,5
9614,836,4539,40
10626,794,1184,5
12879,3217,1147,66
7283,78,2447,5
880,78,3226,5
10154,3217,1147,72
19911,3162,3813,22
9784,78,3226,5
2302,3193,1801,22
33386,78,2447,5
10028,1076,711,5
22679,2042,4670,5
8103,1076,1944,5
3451,2751,1892,72
16018,78,452,5
3752,1076,1238,5
5296,3239,3049,5
18988,1127,3684,5
2347,2461,4517,5
11340,78,2192,5
12600,3239,3049,5
26961,3239,2219,5
1782,1076,1118,5
21102,835,985,5
3267,78,3226,5
2540,3519,3578,69
4007,448,4331,21
22499,1319,2962,21
26072,2423,3076,34
31445,1395,4679,34
6187,2934,1335,21
6031,1646,2033,5
4437,594,3946,5
23980,1646,2850,5
4259,2747,4349,5
11162,1646,4689,5
30066,1646,2850,5
4688,608,3447,5
20223,1646,935,5
14779,1646,2033,5
15146,1646,935,5
18873,1646,28,5
16683,1646,2972,5
11407,1646,3305,5
3028,594,2242,5
8170,2268,431,5
28678,1646,1285,5
25362,1646,1158,5
29778,2346,1789,5
3505,1646,28,5
8061,2346,4085,5
15629,2115,4185,5
18161,1646,1425,5
28643,709,4612,5
4463,1438,802,5
823,2153,2926,66
6070,2382,2529,48
9651,3610,3983,7
31531,3003,2122,72
22624,1422,37,21
19942,2616,854,72
12357,3238,2521,46
29064,2681,1030,21
12136,2502,4750,72
23530,3662,4785,79
31475,1324,4331,11
7020,232,79,11
8100,1031,219,11
12691,1637,43,24
1681,2008,298,24
18986,2008,298,24
22248,2918,3079,24
8719,2918,3079,24
7477,3008,968,24
11646,972,4728,24
20949,2101,562,53
8910,974,1411,30
25773,2882,427,53
10206,2167,77,53
15151,900,1755,24
22816,1714,4614,19
6685,803,4400,10
6111,2745,65,10
13574,811,876,10
27601,2890,1068,5
13145,3473,2953,5
5696,1076,3657,5
23473,2275,3837,5
4212,2619,926,5
3144,2630,1774,26
3783,2630,1774,26
2652,2630,1774,26
5008,1968,2259,67
10642,1968,2259,67
4670,781,26,66
1655,78,902,5
1467,1629,1569,5
642,835,2424,5
3231,3502,3866,5
33240,2346,713,5
739,78,3226,5
612,2042,4723,5
2292,417,1091,24
30321,417,1091,24
2595,2968,838,5
1340,569,3056,5
4448,569,3204,5
9044,1913,2679,5
10819,1913,678,5
23686,1913,3053,5
6374,3502,1425,5
4937,1076,509,5
6706,1861,2905,5
1933,709,2938,5
31173,794,1184,5
2846,1646,2033,5
8949,1646,3097,5
15644,1646,3353,5
3396,2346,4109,5
27969,709,249,5
10821,2346,4109,5
17134,3239,3106,5
21505,2340,2435,5
23382,3018,3305,5
28377,2340,2435,5
30432,3239,2369,5
20867,835,985,5
25538,835,3767,5
31676,835,3375,5
22178,1962,3611,5
18406,1962,1856,5
12858,1962,4202,5
70,1861,2905,5
26159,3018,2791,5
17705,3018,1376,5
21099,896,3635,5
20735,547,1969,5
18104,3109,3190,68
16294,2840,4509,19
2706,636,3990,19
33931,1638,1164,19
9004,2840,2588,19
10770,636,770,19
17324,2840,1889,19
27792,2840,4572,19
1191,1638,3115,19
2210,2840,2588,19
13119,2840,1889,19
2725,636,770,19
5377,2840,2588,19
8164,2840,2588,19
8105,636,770,19
7825,636,3990,19
17699,636,3990,19
8802,3662,4785,79
25756,2229,322,53
8926,56,2103,46
6679,1352,1967,67
2340,271,4017,69
4610,803,1913,31
4512,803,4427,31
9304,803,4427,31
6513,803,4288,31
28341,803,4400,31
14342,803,3825,31
1704,803,1913,31
24476,2679,4717,70
4995,897,4602,70
10044,897,4602,70
16865,897,4602,70
6992,1111,2984,70
20999,3247,1521,49
30619,2819,2082,76
7331,401,4437,76
29987,2819,2082,76
461,2819,2082,76
19301,401,1470,76
18670,2071,3695,2
24404,2071,4035,2
20828,2071,1209,2
26242,2071,3695,2
13338,2071,3695,2
24409,2071,4035,2
2296,2071,3695,2
10368,1569,4035,2
23882,3175,170,5
33425,2123,3080,5
29928,2957,2662,5
6724,1000,90,5
17301,321,3059,20
5076,2179,2109,52
12603,91,4008,13
31237,312,2748,10
15838,312,2748,10
10690,312,2748,10
26979,312,2748,10
27470,1723,2538,10
30853,312,2748,10
32575,312,2748,10
19224,312,2748,10
10699,417,2596,10
21581,3276,1056,7
6644,291,3577,7
10457,375,3961,5
4979,1065,612,38
26450,651,3523,78
17623,651,3523,78
22249,651,3523,78
11676,144,522,78
31143,3557,614,78
23535,651,3523,78
32450,651,3523,78
13613,1447,377,65
19941,3159,1080,43
18596,3159,1080,43
32143,1447,377,78
17563,358,1244,78
30122,3406,81,67
16205,2859,4298,78
33358,1423,2423,78
22888,2859,4298,78
26472,1424,1192,78
10592,3023,4677,78
28284,3406,81,74
31898,3614,3267,78
28999,3301,2590,78
28275,1447,377,78
22478,3023,4677,78
24262,2861,880,78
27692,3087,4021,78
22134,57,925,78
28874,358,1244,78
23221,2859,4298,78
8579,33,3393,78
20419,3023,4677,67
27649,9,1657,78
30264,3425,2672,78
24344,3406,81,78
22444,358,1244,78
22633,3023,4677,78
26293,358,1244,78
15684,358,1244,78
24922,1981,3419,78
2570,1486,4718,66
16937,1752,1738,25
8268,1752,1738,25
9474,1752,1738,25
24660,3662,4785,79
998,2506,3936,5
5493,2506,538,5
31105,2506,3936,5
748,2506,2621,5
13639,2506,2621,5
10122,2346,4109,5
5753,375,1490,5
5434,375,1490,5
1373,375,1490,5
18801,1450,451,69
6262,2502,974,72
24762,1302,1070,69
6807,855,4055,69
28890,1513,451,69
15787,1699,4437,76
7727,1699,4437,76
31015,896,2606,5
27511,2813,466,5
502,42,4137,5
23034,290,900,5
26619,78,1684,5
12944,2813,1150,5
28664,78,4246,5
30851,290,900,5
19921,896,3635,5
6461,78,4246,5
22447,42,1686,5
19650,42,1686,5
7996,1105,2749,5
9878,3502,3866,5
8225,321,4470,21
20829,835,2424,5
7849,1858,832,5
19279,1553,1868,5
1691,1076,4215,5
7191,42,4137,5
5665,42,648,5
11967,1969,3807,5
5340,42,4137,5
12487,42,4137,5
13947,42,1044,5
33833,2461,724,5
4116,3315,4413,5
27476,3662,4785,79
945,2346,4109,5
11926,1969,4329,5
6395,1802,440,67
3055,3549,3889,31
33618,2694,217,21
6400,888,1766,10
15217,3611,4315,44
4781,3272,2405,48
32663,3387,2889,20
32291,3272,2405,48
4022,1031,1141,20
12439,1031,1412,20
4284,1031,3155,20
14208,1031,2172,20
10979,3087,4021,72
17489,1586,821,67
30153,3263,1492,63
13987,1486,4718,64
4529,2649,2423,63
24248,137,4001,72
8609,803,3457,73
11202,1677,4162,66
16244,803,4273,73
7928,803,1913,73
30130,2047,3756,66
18350,2047,52,66
15342,803,4640,73
17583,2020,2338,66
33774,1065,612,73
30348,1065,611,16
24770,1065,228,16
32631,2333,3500,13
11129,2487,73,5
24622,1968,245,67
18503,2808,3378,67
11318,3662,4785,79
4863,3087,2031,67
8250,2346,4413,5
12800,1339,3719,64
30691,1730,3384,42
27676,2068,792,5
30615,1730,3384,42
24676,1227,1743,53
17227,1227,772,53
17462,2905,2891,5
32658,774,2182,8
25955,1227,1921,53
21084,2905,2891,5
3930,16,2423,21
15594,2905,2000,5
14313,1227,3776,53
1827,781,3796,5
17434,3096,4555,53
14665,2989,2911,5
13126,3267,3583,5
22109,288,515,5
21142,63,1247,5
4277,2619,926,5
33261,1980,586,5
33641,78,2447,5
32159,78,2447,5
16274,1980,1828,5
6772,1076,977,5
26095,3267,3583,5
9005,2951,2784,5
23677,569,1072,5
22115,1980,1828,5
31832,3267,3583,5
14370,3267,3583,5
10287,292,334,5
18885,1076,3876,5
9495,2951,4552,5
33216,2745,65,24
17454,2333,3134,24
7407,803,1495,24
8496,1637,3854,24
13102,1637,3854,24
29806,1681,4413,5
6975,482,1871,24
10114,1681,4413,5
32460,1089,4678,11
33030,33,1754,78
32248,426,2693,42
22556,3552,2760,53
33943,3552,2760,53
15127,3552,2760,53
25721,3552,2760,53
33334,3552,2760,53
18254,3552,2760,53
20741,3552,2760,53
32560,2234,2473,53
30258,1965,2473,42
7042,2287,4106,78
29304,3292,3078,26
2929,903,2514,24
18755,1665,485,69
11591,1539,2856,72
26615,2005,987,78
25321,3490,2735,5
15591,78,51,5
31315,963,4523,5
13819,3490,2735,5
23199,2988,4303,5
32793,1033,3973,5
1900,107,185,5
12063,1629,1569,5
11159,2982,1854,5
7347,2506,538,5
18664,2989,2911,5
11183,1036,2982,5
25474,1828,2227,5
11219,1036,2994,5
3704,1076,3375,5
7580,1861,3746,5
284,569,3056,5
12817,569,3056,5
1378,569,1494,5
17607,10,1890,5
6339,2506,3936,5
3619,2506,3936,5
11630,781,1410,5
4121,1430,2434,6
29222,470,450,60
3887,670,3763,60
15112,973,4042,60
9053,368,3265,60
23191,973,4595,60
30880,470,3665,60
25049,2313,4563,60
3115,665,644,60
1683,2313,317,60
33785,973,149,60
3343,3549,3889,60
31011,2378,2704,60
13398,2313,4563,60
15956,470,1682,60
1936,2313,317,60
1367,2313,317,60
5209,3549,3889,60
11790,368,3265,60
8007,466,1027,60
31376,470,256,60
33468,466,1027,60
1930,2414,2451,60
15023,470,2382,60
13355,973,1896,60
5070,470,2332,60
4243,470,2332,60
6049,470,2332,60
3195,2313,3356,60
13199,945,1927,60
27925,2317,1366,60
22021,1875,1872,60
25429,1875,1872,60
13023,3662,4785,79
7024,1767,1250,60
23939,973,4042,60
18380,2313,3218,60
21652,470,2332,60
12914,470,1682,60
3645,3594,4301,60
10610,3594,4301,60
8840,2414,2451,60
8487,3594,4301,60
32838,1070,4001,67
3598,1297,1766,10
3709,3630,368,25
22848,3630,402,25
11899,2019,3615,25
2455,1297,1437,25
1724,2177,1708,22
32073,3118,2205,22
28600,3118,2205,22
33069,3118,2205,22
28985,3118,2205,22
9465,1770,2516,26
16539,1770,2516,64
12949,1789,2423,72
14646,1770,2516,26
30566,3630,3959,40
6686,897,4602,9
7244,1675,953,9
33208,1675,953,9
8046,3042,1531,9
6295,1783,3666,9
21475,3042,1531,9
22205,662,457,9
8962,1170,4665,74
30385,1679,3263,72
31806,1130,1512,78
27886,998,673,74
29281,3429,3114,67
33484,1663,2985,64
19289,1748,4072,74
16562,2728,1477,74
9233,1271,3072,74
29396,114,2580,74
17474,1885,1266,52
10595,281,1632,37
8150,3630,402,25
16140,1752,1738,25
4168,3630,402,25
6734,3630,402,25
2707,1849,3484,31
10983,1849,3484,31
26398,2348,3221,67
16770,1788,3676,67
4776,927,637,67
22569,3485,4651,67
2112,179,3430,24
5956,856,1877,24
7374,82,3777,24
23470,3445,4216,24
10697,856,2445,24
31256,334,2352,24
14215,334,1989,13
16123,3662,4785,79
28500,334,1989,31
10513,1065,612,49
16047,1140,1135,24
8574,1140,1135,24
13058,334,2691,24
15913,2303,2333,24
9381,811,876,31
12498,811,876,31
23503,2869,4214,41
6693,2946,103,41
19228,8,1952,41
24035,3138,4214,41
10994,232,3041,41
31790,1274,2423,24
14060,429,2204,23
2601,429,2204,23
4933,429,2204,23
2402,429,2204,23
8436,1714,4614,23
5734,803,2717,23
2816,549,1431,21
28252,1796,4278,73
19354,179,2042,73
8940,2076,2508,73
30823,179,2441,73
23139,219,1963,73
26008,1796,4278,73
26928,1796,342,73
18497,179,2441,73
23000,803,4640,31
11516,3247,3652,73
13523,642,2813,16
14696,2785,1493,5
12740,3441,2651,5
23549,2870,4413,5
10064,818,1960,28
10119,3502,3807,5
20442,3502,3177,5
26591,1690,2179,65
29929,1065,2328,31
1403,2886,1275,27
1377,965,1903,27
5234,1802,440,67
16370,1129,345,67
8362,1076,1276,5
1125,1076,509,5
1714,1076,993,5
8507,2970,1278,5
3696,1076,977,5
5299,1076,3375,5
16648,1076,1276,5
3886,1076,1276,5
9093,1076,1276,5
11514,1076,1276,5
9736,2346,4215,5
18289,667,4215,5
25418,2346,4215,5
1805,835,800,5
28836,835,3106,5
10022,2875,545,72
15791,3634,979,67
24153,3634,979,64
15451,3634,979,67
7105,3258,2883,70
5664,3126,1577,70
10503,40,991,70
5388,676,784,70
2303,2755,4222,70
18226,40,1214,70
5056,1783,3666,70
6872,1783,3666,70
11352,1050,4187,70
24651,662,1279,70
16299,40,1214,70
4779,1911,87,70
9207,3382,460,70
28927,3258,4408,70
3494,611,3490,70
9831,897,4602,70
32776,40,1214,70
10858,40,1214,70
4891,659,4466,21
9629,123,749,59
10784,123,2348,59
7782,123,749,59
4373,897,4602,59
16194,123,749,59
9668,897,2422,59
26487,540,1468,59
4771,897,2422,59
26915,3258,4408,32
20268,123,749,59
3139,3258,2883,70
11030,3258,2883,32
3096,3258,2883,70
10960,781,274,72
5926,2042,4670,5
23536,3239,2606,5
13676,1599,4647,5
4990,2317,1366,60
17267,2414,2451,60
22981,1553,937,5
5110,1439,4158,64
27555,1954,4657,21
6776,903,1823,38
6742,1122,2690,57
22211,3468,4261,20
7449,3326,3717,57
32624,2222,807,20
11637,3326,3717,57
13653,1512,803,57
29601,3468,2423,20
32495,3468,348,20
28952,3468,348,20
25494,3468,2423,20
11019,1512,803,57
30502,3331,3927,57
1147,1512,803,57
4727,171,705,21
2778,51,4220,72
17738,3662,4785,79
25735,2937,495,42
15059,178,142,53
15491,178,142,53
12272,2937,495,53
22310,1297,1766,31
17207,1152,903,5
10273,2333,4724,24
25877,453,2356,53
12709,600,3505,33
12298,1422,2858,53
16257,1227,3924,42
8396,3568,2929,21
32149,1801,2929,21
4461,2782,4131,21
9765,3236,4338,10
5085,61,1727,10
21495,1177,2528,10
25002,3630,4112,25
30713,3630,3455,25
4199,384,2336,25
28540,811,2913,31
23289,1319,4551,48
21180,176,98,24
11521,1721,3255,72
28328,3236,464,75
31528,1065,2328,75
21492,1742,575,59
6440,1315,3600,59
33129,375,940,5
21146,2018,3436,40
24027,3585,3556,72
32607,375,940,5
22982,3186,3851,74
21759,3087,2031,72
14794,1541,1055,72
24114,3186,3851,78
24086,1498,4711,66
17200,1498,4711,66
6213,1266,1197,19
16418,3662,4785,79
14776,3662,4785,79
27193,3662,4785,79
13769,3662,4785,79
19767,3662,4785,79
31218,604,858,40
17673,3662,4785,79
1349,3630,368,19
1094,78,3226,5
7023,954,1021,72
13812,2868,932,50
3907,3630,368,25
3572,1065,638,52
3718,1065,638,49
9631,2404,1137,52
2360,1733,2383,52
32615,1441,3247,78
20091,1441,3247,78
32338,903,2671,24
1789,1714,1722,31
6768,2762,270,72
18119,2762,270,43
23285,903,2752,52
29614,1111,4428,59
15199,1139,4381,70
10671,683,4103,21
16336,1135,799,72
9981,341,799,66
17751,341,799,66
33944,1135,799,66
29087,341,799,66
33644,341,799,66
25574,2613,2908,17
25732,2613,1842,17
5857,2613,2879,17
21106,2613,3552,17
871,2613,2879,24
30504,2613,2908,17
11229,1065,611,73
7506,569,4215,5
5905,803,116,52
4352,2953,2186,5
17615,3662,4785,79
30896,931,792,77
12841,2680,792,77
4020,803,4427,52
2582,2363,4596,63
24673,2224,1354,63
21029,2080,795,63
20390,1138,3628,63
25868,124,3904,5
12716,1622,3771,11
1566,8,2564,15
1253,563,927,5
16674,1080,3065,53
12309,2970,3143,5
12517,1076,469,5
587,1076,509,5
2199,2346,4109,5
2299,2346,600,5
2258,2699,172,5
25862,30,3271,5
15416,30,3271,5
3955,1076,4689,5
4929,1076,2992,5
7422,1076,509,5
19351,1705,1081,5
11208,1076,248,5
7829,1076,469,5
26268,1076,4258,5
12428,1646,2786,5
547,1076,509,5
8286,611,3490,70
7083,611,3490,70
5378,611,3490,70
4123,611,3490,70
24337,611,3490,70
7118,611,3490,70
12936,747,1623,5
21004,747,1623,5
14358,2581,4207,21
24069,2036,4657,21
13165,452,2669,24
25056,1637,43,24
9086,1637,43,24
19147,375,862,8
32898,1160,4171,8
32229,375,940,5
9838,3149,1271,21
7206,1065,612,7
14382,803,4273,49
10704,803,1844,49
31467,1065,612,49
33127,803,2635,24
10244,803,1844,49
5699,803,2039,49
9478,803,3457,49
31767,1065,3716,52
18166,803,1844,49
23342,1065,612,7
4493,1065,612,49
7965,2329,3911,40
13204,2864,3626,16
21820,1418,4581,7
32778,1418,4581,7
8280,2515,380,50
30948,549,1395,3
28151,3006,1815,40
2344,3549,3889,60
15709,711,4270,58
18618,711,4270,46
33676,3657,4270,53
8448,3411,885,2
33631,1084,2790,53
18678,1084,2790,53
14684,1065,611,31
22180,1065,2604,31
15356,1065,2604,31
7235,752,1837,11
25208,662,2240,9
20469,662,2240,9
18446,662,2240,70
30750,662,2240,9
29080,662,2240,9
32835,662,2240,9
21800,662,2240,9
2853,662,2240,2
5504,811,4130,24
6518,803,4427,24
31737,3232,4079,10
22666,699,4383,21
19037,324,508,70
32187,324,508,70
21986,29,508,70
24780,29,508,70
18601,29,508,70
13433,384,2336,10
5840,2422,2410,21
1654,1568,2681,20
8992,2862,703,46
12226,3182,959,48
8781,384,2336,10
5490,3630,400,10
2710,145,3197,20
11797,879,4669,2
16245,834,915,2
30701,1600,1470,76
1868,1600,2428,76
3447,1314,1008,2
1237,879,2069,2
3667,803,4288,31
2959,903,2514,31
10411,3549,3889,31
1482,2795,2022,5
6738,2696,1504,66
22477,3662,4785,79
1105,1789,3918,65
1064,3506,3735,72
5277,1789,3918,72
8497,1789,3918,72
23283,895,222,42
3652,614,4329,42
12609,2562,352,24
2192,3630,1974,40
19620,3630,1966,40
2564,3186,3851,64
2138,3186,3851,74
33330,1913,4087,5
24752,3191,337,66
28182,634,1258,66
17914,3662,4785,79
21632,2177,1708,22
